PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,BALANCE_AS_OF_DATE,STOCK_MT,SELL_VALUE_USD,STATUS,DAYS_LEFT,LOSS_VALUE_USD
SINGAPORE-WAREHOUSE,MAT-0056,5593A,2024-01-31,1.375,756.28,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,1694A,2024-01-31,9.625,5296.18,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,9694A,2024-01-31,99.0,54474.36,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,5001A,2024-01-31,237.875,130890.45999999999,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,2220A,2024-01-31,134.75,74145.78,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,9790A,2024-01-31,204.875,112732.34,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,5319A,2024-01-31,42.625,23454.3,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,1265A,2024-01-31,123.75,68093.31999999999,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0056,1549A,2024-01-31,123.75,68093.31999999999,Near Expiry,31.0,0.0
SINGAPORE-WAREHOUSE,MAT-0110,3214A,2024-01-31,6.125,4986.12,Healthy,269.0,0.0
SINGAPORE-WAREHOUSE,MAT-0110,9300A,2024-01-31,32.5,26455.0,Healthy,269.0,0.0
SINGAPORE-WAREHOUSE,MAT-0269,M4591A,2024-01-31,1.2,452.88,Expired,,113.22
SINGAPORE-WAREHOUSE,MAT-0269,M1594B,2024-01-31,1.325,500.24,Expired,,125.06
SINGAPORE-WAREHOUSE,MAT-0269,M8617B,2024-01-31,9.625,3632.66,Expired,,908.165
SINGAPORE-WAREHOUSE,MAT-0269,M9335A,2024-01-31,5.5,2075.7,Expired,,518.925
SINGAPORE-WAREHOUSE,MAT-0416,E1612A,2024-01-31,1340.2,1061170.36,Expired,,106117.03600000002
SINGAPORE-WAREHOUSE,MAT-0416,E9649A,2024-01-31,19.25,15242.52,Expired,,1524.2520000000002
SINGAPORE-WAREHOUSE,MAT-0372,9358A9134,2024-01-31,0.0,9259.619999999999,Expired,,925.962
SINGAPORE-WAREHOUSE,MAT-0372,1737A4048,2024-01-31,45.375,21825.56,Expired,,2182.556
SINGAPORE-WAREHOUSE,MAT-0372,4743A4855,2024-01-31,43.725,21031.54,Expired,,2103.154
SINGAPORE-WAREHOUSE,MAT-0372,7161A5691,2024-01-31,17.875,8598.06,Expired,,859.806
SINGAPORE-WAREHOUSE,MAT-0372,8316A5918,2024-01-31,4.125,1983.94,Expired,,198.394
SINGAPORE-WAREHOUSE,MAT-0372,8078A4860,2024-01-31,35.75,17196.12,Expired,,1719.612
SINGAPORE-WAREHOUSE,MAT-0372,1817A3539,2024-01-31,31.625,15211.44,Expired,,1521.1440000000002
SINGAPORE-WAREHOUSE,MAT-0151,R4687A,2024-01-31,372.625,295044.66,Expired,,29504.466
SINGAPORE-WAREHOUSE,MAT-0151,R9913A,2024-01-31,246.125,194881.96,Expired,,19488.196
SINGAPORE-WAREHOUSE,MAT-0151,R5222A,2024-01-31,1364.0,1080015.2,Expired,,108001.52
SINGAPORE-WAREHOUSE,MAT-0151,R7713A,2024-01-31,1853.5,1467601.3,Expired,,146760.13
SINGAPORE-WAREHOUSE,MAT-0151,R6876A,2024-01-31,1259.5,997272.1,Expired,,99727.21
SINGAPORE-WAREHOUSE,MAT-0151,S4072A,2024-01-31,1.225,970.14,Expired,,97.01400000000001
SINGAPORE-WAREHOUSE,MAT-0151,S4717A,2024-01-31,0.025,19.98,Expired,,1.9980000000000002
SINGAPORE-WAREHOUSE,MAT-0428,R6997A,2024-01-31,977.625,766849.42,Expired,,191712.355
SINGAPORE-WAREHOUSE,MAT-0428,R3068A,2024-01-31,334.125,262088.02,Expired,,65522.005
SINGAPORE-WAREHOUSE,MAT-0428,S7889A,2024-01-31,1.225,961.26,Expired,,240.315
SINGAPORE-WAREHOUSE,MAT-0015,R1353A,2024-01-31,321.75,259523.91999999998,Expired,,51904.784
SINGAPORE-WAREHOUSE,MAT-0015,R1216A,2024-01-31,988.625,797424.74,Expired,,159484.948
SINGAPORE-WAREHOUSE,MAT-0015,R8224A,2024-01-31,138.875,112016.76,Expired,,22403.352
SINGAPORE-WAREHOUSE,MAT-0015,R2843A,2024-01-31,852.5,687626.5,Expired,,137525.30000000002
SINGAPORE-WAREHOUSE,MAT-0015,S1422A,2024-01-31,41.2,33231.92,Expired,,6646.384
SINGAPORE-WAREHOUSE,MAT-0015,S9010A,2024-01-31,1.05,847.3,Expired,,169.46
SINGAPORE-WAREHOUSE,MAT-0230,S4651B,2024-01-31,189.05,152488.1,Expired,,22873.215
SINGAPORE-WAREHOUSE,MAT-0327,M9313A,2024-01-31,23.375,11935.46,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M3719B,2024-01-31,19.25,9829.42,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M1852B,2024-01-31,8.25,4212.82,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M7975A,2024-01-31,53.625,27380.739999999998,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M3743A,2024-01-31,1.375,702.26,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M5973A,2024-01-31,37.125,18955.84,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M1441B,2024-01-31,24.75,12637.72,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M9767A,2024-01-31,38.5,19658.1,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M9059B,2024-01-31,22.525,11501.08,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0327,M2727B,2024-01-31,22.0,11233.2,Healthy,242.0,0.0
SINGAPORE-WAREHOUSE,MAT-0356,M8777A,2024-01-31,1.25,620.12,Healthy,202.0,0.0
SINGAPORE-WAREHOUSE,MAT-0356,M1571A,2024-01-31,1.05,520.96,Healthy,202.0,0.0
SINGAPORE-WAREHOUSE,MAT-0356,M3750B,2024-01-31,20.625,10226.06,Healthy,202.0,0.0
SINGAPORE-WAREHOUSE,MAT-0356,M9389B,2024-01-31,11.0,5453.8,Healthy,202.0,0.0
SINGAPORE-WAREHOUSE,MAT-0111,3519A1320,2024-01-31,2.75,1465.2,Expired,,439.56
SINGAPORE-WAREHOUSE,MAT-0246,E5431A9995,2024-01-31,22.2,8049.72,Expired,,1609.9440000000002
SINGAPORE-WAREHOUSE,MAT-0213,4699A,2024-01-31,1.375,712.62,Expired,,213.786
SINGAPORE-WAREHOUSE,MAT-0213,6053A,2024-01-31,48.125,24929.12,Expired,,7478.735999999999
SINGAPORE-WAREHOUSE,MAT-0213,2634A,2024-01-31,74.1,38383.8,Expired,,11515.140000000001
SINGAPORE-WAREHOUSE,MAT-0079,5559A,2024-01-31,1.075,731.86,Expired,,36.593
SINGAPORE-WAREHOUSE,MAT-0381,R7141A,2024-01-31,1694.0,1366380.4,Expired,,341595.1
SINGAPORE-WAREHOUSE,MAT-0381,R5427A,2024-01-31,286.0,230687.6,Expired,,57671.9
SINGAPORE-WAREHOUSE,MAT-0381,S4759A,2024-01-31,58.9,47508.74,Expired,,11877.185
SINGAPORE-WAREHOUSE,MAT-0381,S1398A,2024-01-31,9.6,7743.36,Expired,,1935.84
SINGAPORE-WAREHOUSE,MAT-0381,S4549A,2024-01-31,371.175,299389.94,Expired,,74847.485
SINGAPORE-WAREHOUSE,MAT-0137,R6322A,2024-01-31,1.375,1129.24,Expired,,169.386
SINGAPORE-WAREHOUSE,MAT-0137,R2891A,2024-01-31,15.125,12423.86,Expired,,1863.579
SINGAPORE-WAREHOUSE,MAT-0137,R3991A,2024-01-31,1810.875,1487452.54,Expired,,223117.881
SINGAPORE-WAREHOUSE,MAT-0137,R7368A,2024-01-31,45.375,37270.84,Expired,,5590.625999999999
SINGAPORE-WAREHOUSE,MAT-0234,8288A8891,2024-01-31,1.2,692.64,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,8924A8927,2024-01-31,0.0,14285.7,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,6534A6048,2024-01-31,0.0,2308.8,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,2199A7558,2024-01-31,0.0,3968.62,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,9468A8997,2024-01-31,0.0,5512.26,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,8388A4947,2024-01-31,6.875,3968.62,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,1662A7389,2024-01-31,9.625,5555.92,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,4017A7656,2024-01-31,6.875,3968.62,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,1146A3259,2024-01-31,2.75,1587.3,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,6826A1490,2024-01-31,0.025,14.8,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,6882A2720,2024-01-31,6.875,3968.62,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,6092A7831,2024-01-31,0.025,14.8,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,1962A6152,2024-01-31,2.45,1414.1399999999999,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,5955A8555,2024-01-31,0.05,28.86,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,1176A4806,2024-01-31,6.875,3968.62,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,6242A6959,2024-01-31,6.675,49206.3,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,6973A4836,2024-01-31,17.875,38889.22,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,2477A1153,2024-01-31,11.0,6349.2,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,2478A7332,2024-01-31,4.125,2381.32,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,1467A2514,2024-01-31,6.875,3968.62,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,8598A5694,2024-01-31,26.125,15079.72,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,8833A2748,2024-01-31,26.125,15079.72,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,2316A8807,2024-01-31,67.375,38889.22,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,4349A4047,2024-01-31,19.25,11111.1,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,4170A3293,2024-01-31,5.5,3174.6,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,1966A4211,2024-01-31,57.75,33333.3,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0234,4839A7969,2024-01-31,28.875,16667.02,Healthy,119.0,0.0
SINGAPORE-WAREHOUSE,MAT-0292,8663A2430,2024-01-31,71.5,40211.6,Expired,,2010.58
SINGAPORE-WAREHOUSE,MAT-0292,5376A6092,2024-01-31,68.75,38665.0,Expired,,1933.25
SINGAPORE-WAREHOUSE,MAT-0292,6185A1292,2024-01-31,33.0,18559.2,Expired,,927.96
SINGAPORE-WAREHOUSE,MAT-0335,8687A8538,2024-01-31,0.025,14.8,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,3194A5940,2024-01-31,1.375,814.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6441A7452,2024-01-31,1.375,814.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,5574A2507,2024-01-31,1.375,814.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,1720A5206,2024-01-31,12.375,7326.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,8579A3354,2024-01-31,31.65,18736.8,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6994A7180,2024-01-31,8.3,4913.6,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,5753A9925,2024-01-31,79.75,47212.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,5783A5774,2024-01-31,39.875,23606.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6239A4476,2024-01-31,74.25,43956.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,1218A5575,2024-01-31,49.5,29304.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,2616A6174,2024-01-31,85.25,50468.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,1462A7248,2024-01-31,38.5,22792.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6175A9099,2024-01-31,24.75,14652.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,2801A1960,2024-01-31,86.625,51282.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6385A8903,2024-01-31,45.375,26862.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,2687A5956,2024-01-31,85.25,50468.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6732A5879,2024-01-31,86.625,51282.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,3601A9347,2024-01-31,8.25,4884.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6213A4083,2024-01-31,90.75,53724.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,7990A8870,2024-01-31,6.875,4070.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6792A4340,2024-01-31,1.375,814.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6320A8418,2024-01-31,94.4,55884.8,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,3553A4001,2024-01-31,83.875,49654.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,1636A3083,2024-01-31,4.125,2442.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,3989A1220,2024-01-31,31.625,18722.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,7284A3101,2024-01-31,38.5,22792.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,5502A6466,2024-01-31,75.625,44770.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,4001A9065,2024-01-31,24.75,14652.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,6800A4362,2024-01-31,74.25,43956.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,7067A8936,2024-01-31,67.375,39886.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,5071A1900,2024-01-31,68.75,40700.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,2436A3536,2024-01-31,64.625,38258.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,4393A8822,2024-01-31,0.375,222.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,8232A6739,2024-01-31,17.875,10582.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,3139A9072,2024-01-31,94.875,56166.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0335,1778A8247,2024-01-31,33.0,19536.0,Healthy,225.0,0.0
SINGAPORE-WAREHOUSE,MAT-0396,E7021A,2024-01-31,22.025,16624.84,Expired,,4987.452
SINGAPORE-WAREHOUSE,MAT-0396,E4168A,2024-01-31,24.725,18662.8,Expired,,5598.839999999999
SINGAPORE-WAREHOUSE,MAT-0192,6108A,2024-01-31,85.25,59404.979999999996,Expired,,2970.249
SINGAPORE-WAREHOUSE,MAT-0064,P9563A,2024-01-31,2.1,2385.02,Expired,,954.008
SINGAPORE-WAREHOUSE,MAT-0177,1165,2024-01-31,5.825,1255.04,Expired,,125.504
SINGAPORE-WAREHOUSE,MAT-0125,K1286,2024-01-31,0.325,456950.0,Expired,,137085.0
SINGAPORE-WAREHOUSE,MAT-0125,K8761,2024-01-31,3.0,4218000.0,Expired,,1265400.0
SINGAPORE-WAREHOUSE,MAT-0125,K7324,2024-01-31,0.75,1054500.0,Expired,,316350.0
SINGAPORE-WAREHOUSE,MAT-0074,3155,2024-01-31,1.1,236.8,Healthy,236.0,0.0
SINGAPORE-WAREHOUSE,MAT-0074,9567,2024-01-31,39.875,8589.18,Healthy,236.0,0.0
SINGAPORE-WAREHOUSE,MAT-0074,3701,2024-01-31,31.625,6811.7,Healthy,236.0,0.0
SINGAPORE-WAREHOUSE,MAT-0057,S9712B,2024-01-31,189.425,152790.02,Expired,,30558.004
SINGAPORE-WAREHOUSE,MAT-0088,2098,2024-01-31,9.525,4722.68,Expired,,944.5360000000001
SINGAPORE-WAREHOUSE,MAT-0271,1863A5750,2024-01-31,17.875,9920.44,Expired,,2480.11
SINGAPORE-WAREHOUSE,MAT-0271,1855A4748,2024-01-31,49.5,27472.5,Expired,,6868.125
SINGAPORE-WAREHOUSE,MAT-0271,7122A3915,2024-01-31,85.25,47314.12,Expired,,11828.53
SINGAPORE-WAREHOUSE,MAT-0271,6107A9118,2024-01-31,91.7,50893.5,Expired,,12723.375
SINGAPORE-WAREHOUSE,MAT-0271,2030A9601,2024-01-31,92.075,51101.44,Expired,,12775.36
SINGAPORE-WAREHOUSE,MAT-0338,L2737A,2024-01-31,208.425,226724.9,Expired,,90689.96
SINGAPORE-WAREHOUSE,MAT-0390,M2331A,2024-01-31,0.125,56.24,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M8427A,2024-01-31,1.375,620.86,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M4723B,2024-01-31,4.125,1861.84,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M6492A,2024-01-31,2.75,1241.72,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M5682B,2024-01-31,26.125,11792.64,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M6475A,2024-01-31,1.375,620.86,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M2267B,2024-01-31,74.25,33516.82,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M1030A,2024-01-31,72.925,32918.159999999996,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M1248B,2024-01-31,85.25,38482.22,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M3312A,2024-01-31,38.5,17378.9,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M9284B,2024-01-31,81.125,36619.64,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0390,M6626B,2024-01-31,17.875,8068.96,Healthy,195.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M2148A,2024-01-31,0.025,11.1,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M3989B,2024-01-31,0.025,11.1,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M9164B,2024-01-31,0.05,22.94,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M3135A,2024-01-31,0.85,384.06,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M8758C,2024-01-31,39.875,17999.76,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M4375A,2024-01-31,20.625,9309.94,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M2034B,2024-01-31,24.75,11172.52,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0112,M6237A,2024-01-31,49.5,22344.3,Healthy,106.0,0.0
SINGAPORE-WAREHOUSE,MAT-0113,M7247B,2024-01-31,1.325,597.92,Healthy,281.0,0.0
SINGAPORE-WAREHOUSE,MAT-0113,M1862B,2024-01-31,70.125,31654.239999999998,Healthy,281.0,0.0
SINGAPORE-WAREHOUSE,MAT-0113,M1565A,2024-01-31,19.25,8689.82,Healthy,281.0,0.0
SINGAPORE-WAREHOUSE,MAT-0113,M4517A,2024-01-31,49.5,22344.3,Healthy,281.0,0.0
SINGAPORE-WAREHOUSE,MAT-0113,M4173A,2024-01-31,34.375,15517.06,Healthy,281.0,0.0
SINGAPORE-WAREHOUSE,MAT-0113,M2719B,2024-01-31,12.375,5586.26,Healthy,281.0,0.0
SINGAPORE-WAREHOUSE,MAT-0113,M1907C,2024-01-31,4.125,1861.84,Healthy,281.0,0.0
SINGAPORE-WAREHOUSE,MAT-0032,P5322A,2024-01-31,25.5,28871.1,Expired,,5774.22
SINGAPORE-WAREHOUSE,MAT-0114,L6133A,2024-01-31,0.4,438.08,Expired,,175.232
SINGAPORE-WAREHOUSE,MAT-0114,L4708A,2024-01-31,93.05,101908.36,Expired,,40763.344000000005
SINGAPORE-WAREHOUSE,MAT-0178,P6485A,2024-01-31,7.475,8463.38,Expired,,1692.676
SINGAPORE-WAREHOUSE,MAT-0178,P7281A,2024-01-31,588.375,666170.94,Expired,,133234.188
SINGAPORE-WAREHOUSE,MAT-0178,P4546A,2024-01-31,277.975,314729.4,Expired,,62945.880000000005
SINGAPORE-WAREHOUSE,MAT-0075,P5964A,2024-01-31,256.775,285020.62,Expired,,85506.186
SINGAPORE-WAREHOUSE,MAT-0065,4447A,2024-01-31,3.125,1572.5,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,4842B,2024-01-31,0.0,13146.1,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,5356C,2024-01-31,0.0,2075.7,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,4233A,2024-01-31,0.0,1383.8,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,6388H,2024-01-31,12.375,6227.1,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,7556I,2024-01-31,20.625,10378.5,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,9779A,2024-01-31,37.85,19046.12,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,3902A,2024-01-31,20.575,10353.34,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,5903A,2024-01-31,83.825,42180.74,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,1873A,2024-01-31,19.25,9686.6,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,3026A,2024-01-31,68.75,34595.0,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,7362A,2024-01-31,83.875,42205.9,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,1779A,2024-01-31,89.375,44973.5,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,6433A,2024-01-31,5.5,2767.6,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,6676A,2024-01-31,63.25,31827.399999999998,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,7633A,2024-01-31,74.2,37337.44,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,4356A,2024-01-31,74.25,37362.6,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0065,8245A,2024-01-31,49.5,24908.4,Healthy,100.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,5162A,2024-01-31,31.625,17785.9,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,6110A,2024-01-31,86.625,48717.9,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,6592A,2024-01-31,86.625,48717.9,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,6177A,2024-01-31,33.0,18559.2,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,9789A,2024-01-31,30.25,17012.6,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,8601A,2024-01-31,49.5,27838.8,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,4377A,2024-01-31,81.125,45624.7,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,4306A,2024-01-31,81.125,45624.7,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,7926A,2024-01-31,37.125,20879.1,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,3194A,2024-01-31,39.875,22425.7,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,4425A,2024-01-31,33.0,18559.2,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,9747A,2024-01-31,81.125,45624.7,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,8259B,2024-01-31,83.875,47171.3,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,5158A,2024-01-31,9.625,5413.1,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,9311A,2024-01-31,64.625,36345.1,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,3147A,2024-01-31,44.0,24745.6,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,5663A,2024-01-31,82.5,46398.0,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,7361A,2024-01-31,83.875,47171.3,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,4572A,2024-01-31,30.25,17012.6,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0413,5804A,2024-01-31,83.875,47171.3,Healthy,138.0,0.0
SINGAPORE-WAREHOUSE,MAT-0103,3625B,2024-01-31,0.85,434.38,Expired,,130.314
SINGAPORE-WAREHOUSE,MAT-0028,M9388A,2024-01-31,1.375,559.4399999999999,Expired,,251.748
SINGAPORE-WAREHOUSE,MAT-0028,M7457B,2024-01-31,17.875,7274.94,Expired,,3273.723
SINGAPORE-WAREHOUSE,MAT-0397,P8066A,2024-01-31,47.325,52180.36,Expired,,10436.072
SINGAPORE-WAREHOUSE,MAT-0397,P8121A,2024-01-31,144.0,158774.4,Expired,,31754.88
SINGAPORE-WAREHOUSE,MAT-0339,L3587A,2024-01-31,38.9,42603.28,Expired,,21301.64
SINGAPORE-WAREHOUSE,MAT-0050,S9403A,2024-01-31,1.125,940.54,Expired,,282.162
SINGAPORE-WAREHOUSE,MAT-0050,S2115A,2024-01-31,326.15,272727.0,Expired,,81818.09999999999
SINGAPORE-WAREHOUSE,MAT-0050,S6190A,2024-01-31,2.725,2278.46,Expired,,683.538
SINGAPORE-WAREHOUSE,MAT-0217,L5639A,2024-01-31,101.25,110140.12,Expired,,55070.06
SINGAPORE-WAREHOUSE,MAT-0422,M8820A,2024-01-31,4.1,1517.0,Expired,,758.5
SINGAPORE-WAREHOUSE,MAT-0186,P1323A,2024-01-31,610.575,598714.02,Expired,,119742.804
SINGAPORE-WAREHOUSE,MAT-0186,P7466A,2024-01-31,556.525,545713.74,Expired,,109142.748
SINGAPORE-WAREHOUSE,MAT-0373,M1668A,2024-01-31,48.075,37710.4,Expired,,1885.5200000000002
